,Poem ID,Poem Name,Verse,Vazha,Hewitt,Google,Gemini,Gemini_ru,ChatGPT,ChatGPT_ru,Hewitt - Google,Hewitt - Gemini,Hewitt - Gemini_ru,Hewitt - ChatGPT,Hewitt - ChatGPT_ru
217,13,What Created Me A Human Being,3,მიწაზე გადმოსაგდებად ცვარად ან თოვლად ცივადა?,Or to benefit the earth As dew or ice-cold snow?,to throw on the ground Was it cold with snow or snow?,To be thrown down to earth As dew or cold snow?,Falling to the earth as dew or cold snow?,to descend upon the earth  as dew or cold snow?,To fall to the earth as dew or cold snow?,,,,,
218,13,What Created Me A Human Being,4,არ გამწირავდა პატრონი ასე ოხრად და ტივლადა!,My master would not have abandoned me then Thus desolate and forlorn!,The owner did not kill me So ochrad and tivlada!,The owner would not have sacrificed me So much sighing and weeping!,My master wouldn't have tormented me so harshly and cruelly!,My master would not abandon me so desolate and aimless!,The master wouldn't have abandoned me as he left me in loneliness and bitterness!,,,,,
219,13,What Created Me A Human Being,5,"ცაშივე ამიტაცებდა, თან მატარებდა შვილადა.","Into the very sky he would have snatched me up, He would have borne me along as his child.",I was kidnapped in the sky I was accompanied by my daughter.,"He would have taken me to heaven, He would have carried me as a child.","He would've taken me to the sky, carried me as His child.","He would lift me up in the sky, carrying me like a child.","He would have lifted me to the sky, carrying me like his child.",,,,,
220,13,What Created Me A Human Being,6,ასე არ დამჭირდებოდა სულ მუდამ ყოფნა ფრთხილადა.,I would not then have needed like this Always and ever to be on my guard.,I wouldn't need it that way Always be careful.,I wouldn't need this Always being careful.,Then I wouldn't have to always be so careful.,I wouldn't have to always be so cautious.,So I wouldn't have always had to be cautious.,,,,,
221,13,What Created Me A Human Being,7,მზის მოტრფიალე ვივლიდი სიკვდილის გამაწბილადა;,"Enamoured of the sun I might have journeyed, Putting death to shame.",I would walk in the sunshine I blushed to death;,I would walk as a lover of the sun To soften death;,"I would bask in the sun, softening my death;","I would roam, a lover of the sun, defying death;","I would have wandered, loving the sun, rejecting death;",,,,,
222,13,What Created Me A Human Being,8,"მაღლა ცა, დაბლა ხმელეთი მე მექნებოდა წილადა.","On high the sky, below dry land I would have had at my command.","Sky above, earth below I would have a fraction.","Above the sky, below the earth I would have had it as my share.","The high sky, the low earth would be my share.","the sky above, the earth below would be my realm.","The sky above, the earth below would have been my lot.",,,,,
223,13,What Created Me A Human Being,9,"გავიხარებდი, მთა-ბარსა ოდეს ვნახავდი მწვანედა,","I could have rejoiced, mountain and valley When verdant I’d have seen,","I would be happy, Mta-Barsa I never saw green","I would rejoice, the mountains and fields When I would see them green,","I would rejoice, seeing the mountains and valleys green,","I would rejoice when I saw the mountains and valleys green,","I would have rejoiced, seeing green mountains and valleys,",,,,,
224,13,What Created Me A Human Being,10,"მორწყულსა ჩემის ოფლითა, ყვავილებს შიგნით, გარეთა.","Watered by my sweat, As well as flowers, inside and out.","Watered with my own sweat Flowers inside, outside.","Watered with my sweat, Flowers inside, outside.","Watered by my sweat, with flowers inside and out.","watered by my sweat, flowers inside and out.","Watered by my sweat, with flowers inside and out.",,,,,
225,13,What Created Me A Human Being,11,"გადავუშლიდი გულ-მკერდსა დღისით მზეს, ღამით მთვარესა.","I’d have thrust out my bosom, By night to moon, by day to sun.","I would let go of my heart and chest The sun during the day, the moon at night.","I would open my heart To the sun during the day, to the moon at night.","I would open my chest to the sun during the day, to the moon at night.","I would open my heart to the sun by day, to the moon by night.",I would have opened my chest to the day under the sun and the night under the moon.,,,,,
226,13,What Created Me A Human Being,12,სიცოცხლეს ვაგრძნობინებდი მომაკვდავ არე-მარესა.,I’d have given a taste of life’s sweet thrill To the surroundings all too mortal!,I felt alive Are-Maresa is dying.,I would make life feel To the dying fields.,I would give life to the fading fields.,I would bring life to the dying surroundings.,I would have given life to the dying surroundings.,,,,,
227,13,What Created Me A Human Being,13,"თოვლად ქცეულსა გულშია ცეცხლად იმედი მრჩებოდა,",In a heart turned to snow Would have remained to me the fiery hope,"It is in the heart of the one who turned into snow I had hope as a fire,","Turned into snow, in my heart Hope would remain as fire,","Turned into snow, hope would remain in my heart as fire,","Even turned to snow, I would still have the fire of hope,","Becoming snow, I would have remained with fiery hope in my heart,",,,,,
228,13,What Created Me A Human Being,14,რომ ისევ ჩემი სიკვდილი სიცოცხლედ გადიქცეოდა,That still my death Into life would be transformed,That again my death He was running for his life,That my death again Would turn into life,That my death would turn back into life,that my death would turn into life again,That my death would again become life,,,,,
229,13,What Created Me A Human Being,15,და განახლებულ ბუნებას ყელ-ყურზე მოეხვეოდა.,And embrace around the neck Mother Nature now renewed.,and renewed nature He would hug his neck and ears.,And the renewed nature Would wrap around its neck.,And embrace the renewed nature all around.,and embrace the renewed nature.,And embrace the renewed nature.,,,,,
230,14,Yet Again Shall I See The Spring,1,"კიდევაც ვნახავ გაზაფხულს, ყელ-მოღერებულს იასა,","Yet again shall I see the spring, The violet with neck upstretched,","I will see spring again yasa to the throat-singer,","I will see spring again, The lilac with its neck stretched out,","I will see spring again, fragrant with lilacs,","I will see spring again, the violet standing tall,","I will still see the spring, with the violet proudly raised,",,,,,
231,14,Yet Again Shall I See The Spring,2,"სიკვდილის სიცოცხლედ მქცეველს, იმის სიტურფეს ღვთიანსა,","Death into life transforming, Its divine loveliness,","turning death into life to the god of that virtue,","Turning death into life, Its divine beauty,","Transforming death into life, its divine beauty,","turning death into life, with its divine beauty,","Transforming death into life, its divine magnificence,",,,,,
232,14,Yet Again Shall I See The Spring,3,"ამწვანებულსა მთა-ბარსა, დამწყაზრულს, ყვავილიანსა.","The mountain and valley greenness, Beautiful, all blossoming.","on the green mountain-bar, Sad, flowery.","The green mountains and fields, Growing, flowering.","Green mountains and valleys, covered in flowers.","the green mountains and valleys, blooming, full of flowers.",Green mountains and valleys adorned with flowers.,,,,,
233,14,Yet Again Shall I See The Spring,4,"კიდევაც ვნახავ, ცა სჭექდეს, თოვლის წილ წვიმა ცვიოდეს,","Yet again shall I see the sky thundering, Rain in place of snow cascading,",I will see the sky again Let the rain fall on the snow,"I will see again, the sky thunders, Rain falls instead of snow,","I will see the sky thunder, snow and rain pour,","I will see again, the sky thundering, rain falling instead of snow,","I will still see the sky thunder, rain pouring instead of snow,",,,,,
234,14,Yet Again Shall I See The Spring,5,"ანოყივრებდეს მიწასა, მდინარეები ხვიოდეს,","The soil replenishing, The rivers babbling,",freeze to the ground let the rivers flow,"It will wash the earth, Rivers will flow,","As the earth comes alive, rivers overflow,","making the earth fertile, the rivers flowing,","How the earth enriches, how the rivers roar,",,,,,
235,14,Yet Again Shall I See The Spring,6,აღარვინ იტანჯებოდეს და აღარცვისა ჰშიოდეს;,Torment no-one any longer suffering Or the pangs of hunger feeling;,No one should suffer anymore and he is no longer hungry;,No one will suffer anymore And no one will be hungry;,"No one suffers anymore, and no one cries;","no one suffering anymore, nor anyone hungry;",No one will suffer and starve anymore;,,,,,
236,14,Yet Again Shall I See The Spring,7,სიმართლის გამარჯვებასა მთაზე არწივი ყიოდეს;,The victory of truth then being Hailed by eagles over the mountain;,the victory of truth They bought an eagle on the mountain;,The victory of truth The eagle will scream on the mountain;,"On the mountain, an eagle cries of truth's victory;",the eagle proclaiming the victory of truth from the mountains;,The eagle will cry out on the mountain about the victory of justice;,,,,,
237,14,Yet Again Shall I See The Spring,8,"მეც მას ბანს ვეუბნებოდე, გული აღარა მტკიოდეს.","I too shall echo the refrain, My heart no longer feeling pain.",I used to tell him My heart doesn't hurt anymore.,"I will also tell him the news, My heart will not hurt anymore.","And I echo him, and my heart no longer aches.","I will answer its call, my heart no longer aching.","I will answer him, my heart will no longer ache.",,,,,
238,14,Yet Again Shall I See The Spring,9,"გუშინწინ ვნახე, გუშინაც, გველი სწამლავდა იასა,","Two days ago and yesterday too I met A snake trying to poison a violet,","I saw the day before yesterday, yesterday too The snake poisoned Yasa.","The day before yesterday I saw, yesterday too, A snake was poisoning the lilac,","Just yesterday, and the day before, I saw a serpent poisoning the lilac,","The day before yesterday, and yesterday, I saw a snake poisoning the violet,","The day before yesterday I saw, and yesterday too, how a snake bites the violet,",,,,,
239,14,Yet Again Shall I See The Spring,10,"აშლიდა შხამსა და გესლსა, ვერ კი აძლევდა ზიანსა.","Venom and poison spreading, And yet no harm inflicting.","Disturbed poison and water, He couldn't even do damage.","It was spreading poison and bitterness, But it could not harm it.","Spreading venom and bile, but it couldn't harm it.","spreading its venom and poison, but causing no harm.","Spreading venom and poison, but causing it no harm.",,,,,
240,14,Yet Again Shall I See The Spring,11,"დღეს ვხედავ, ია მთელია, სუნნელოვანი, ნაზია,","Today I see the violet’s full mantle, Sweet of scent, all gentle.","Today I see that she is whole fragrant, tender,","Today I see, the lilac is whole, Fragrant, delicate,","Today I see the lilac whole, fragrant, tender,","Today I see the violet intact, fragrant and delicate,","Today I see the violet intact, fragrant, tender,",,,,,
241,14,Yet Again Shall I See The Spring,12,"ვუცქერ და ვამბობ იმასვე: რა ტურფა, რა ლამაზია!","I gaze upon and remark quite simply: “How exquisite it is, how lovely!”","I look up and say the same thing: What a turf, how beautiful!","I look at it and say the same thing: How beautiful, how beautiful it is!","I look at it and say the same: how beautiful, how lovely!","I look at it and say the same: how beautiful, how lovely it is!","I look at it and say: how beautiful, how wonderful!",,,,,
242,14,Yet Again Shall I See The Spring,13,"გველი დაღოღავს მუცლითა, ახრჩობს ბოღმა და ბრაზია.","Snakes on their bellies crawl, Choked by bitterness and gall.","The snake growls with its belly, Bogh and anger are suffocating.","The snake crawls on its belly, It is choked with anger and rage.","The serpent writhes on the ground, choked by malice and anger.","The snake slithers with a bloated belly, choking on envy and anger.","The snake slithers on its belly, choking on malice and rage.",,,,,
243,14,Yet Again Shall I See The Spring,14,"კიდევაც ვნახავ, უხვადა ვარდნი, იანი ჰყვაოდენ,","Yet again in profusion shall I witness Roses and blooming violets,","I will see it again Fall, Ian Hvoden,","I will see again, abundantly Roses, violets will bloom,","I will see again roses and lilacs blooming abundantly,","I will see again, abundantly roses and violets blooming,","I will still see roses and violets bloom abundantly,",,,,,
244,14,Yet Again Shall I See The Spring,15,"ნაცარ-მტვრად იყვნენ ქცეულნი, ვინაც გუშინა ზვაობდენ;",The transformation to dust and ashes of those Who only yesterday were full of boasts;,they were reduced to dust Those who are yesterday's avalanche;,Those who were proud yesterday Will be turned into ashes and dust;,Those who boasted yesterday will become dust and ashes;,"those who were once dominant, turned to ashes and dust;",Those who destroyed yesterday have turned to ash and dust;,,,,,
245,14,Yet Again Shall I See The Spring,16,"შხამის და გესლის მთესველნი მოისპნენ, არარაობდენ,",I’ll see spreaders of venom and strife Destroyed and giving up their life;,"Sowers of poison and poison They killed themselves, didn't they?","The sowers of poison and bitterness Will perish, they will be nothing,","Sowers of poison and bile will disappear, turn into nothing,","the sowers of poison and venom destroyed, rendered insignificant,","The sowers of venom and poison have disappeared, become nothingness,",,,,,
246,14,Yet Again Shall I See The Spring,17,ჩვენის სიკვდილის მსურველნი ყორნები ვეღარ ჩხაოდენ!,Desirous of our death I shall spy Ravens no longer with the power to cry!,Those who want our death Ravens can't fight anymore!,Those who wished for our death The ravens will not be able to croak anymore!,"Ravens, craving our death, will no longer croak!","those wishing for our death, ravens no longer cawing!",The crows wishing for our death no longer caw!,,,,,
247,14,Yet Again Shall I See The Spring,18,"დაჰბეროს სიცოცხლის სიომ მომაკვდავს არე-მარესა,","I’ll see life’s breeze a-blowing Upon these environs that are dying,",Let the breath of life blow Are-Mares will die,"Let the breath of life blow Over the dying fields,","Let the breath of life blow on the withering fields,","Let the breeze of life blow through the dying surroundings,","Let the wind of life blow on the dying surroundings,",,,,,
248,14,Yet Again Shall I See The Spring,19,"გაუათასდეს სინათლე ცაზე მზესა და მთვარესა,","The light a thousand-fold intensify For the sun and moon up in the sky,","Let the light shine the sun and the moon in the sky,","Let the light be abundant In the sky, the sun and the moon,","Let the light of the sun and moon multiply a thousandfold in the sky,","let the light of the sun and moon increase a thousandfold in the sky,","Let the light multiply a thousand times in the sky, on the sun and the moon,",,,,,
249,14,Yet Again Shall I See The Spring,20,უხვადა სძღვნიდენ წყალობას ამ ჩვენს დაჩაგრულს მხარესა.,"As their beneficence they generously bestow Upon our land oppressed down here below,",Abundant grace This is on the side of our oppressed.,Let them give mercy abundantly To this oppressed land of ours.,Let abundant mercy pour upon our oppressed land.,bestowing abundant grace on this oppressed land of ours.,Let mercy be generously bestowed upon this oppressed land.,,,,,
250,14,Yet Again Shall I See The Spring,21,"ჩვენც, მსხვერპლნი ძალმომრეობის, ცრემლს აღარ ვღვრიდეთ მწარესა,","And we, the victims of harsh force, Will shed no bitter tears henceforth;","We, victims of violence, Let's not shed bitter tears","We, the victims of violence, Let us not shed bitter tears anymore,","We, victims of violence, will no longer shed bitter tears,","We too, victims of oppression, will no longer shed bitter tears,","We, the victims of violence, will no longer shed bitter tears,",,,,,
251,14,Yet Again Shall I See The Spring,22,ჩიტების ტკბილი გალობა ისმოდეს ყოველ მხარესა.,The sweet singing of the birds In every quarter will be heard.,sweet singing of birds Be heard on every side.,Let the sweet song of birds Be heard in every corner.,Let the sweet singing of birds be heard everywhere.,the sweet song of birds heard in every corner.,The sweet singing of birds will be heard everywhere.,,,,,
252,14,Yet Again Shall I See The Spring,23,"ვიხილავ სანატრელს სახეს, რომ ამდგარიყოს მკვდრეთითა,","The longed-for visage I’ll be viewing From the land of the dead arising,",I will see a longing face to rise from the dead,"I will see the longed-for face, That would rise from the dead,","I will see the desired face, resurrected from the dead,","I will see the beloved face, risen from the dead,","I will see the desired face, risen from the dead,",,,,,
253,14,Yet Again Shall I See The Spring,24,"გვერდს ედგნენ მისნი ზვარაკნი, გაფიცულები გვერდითა,","At his side his sacrificial lambs standing, There too to his allegiance sworn,","His cousins ​​stood by his side, strikers side","His heroes would stand by his side, Sworn by his side,","Beside him his comrades, devoted friends,","surrounded by his devotees, sworn to his side,","His victims standing beside him, having sworn allegiance to him,",,,,,
254,14,Yet Again Shall I See The Spring,25,"ჭაბუკნი, თავდადებულნი ტრფიალით მეტის-მეტითა;","Devoted youths With love beyond the norm,","Young, dedicated more and more with trfial;","Young men, dedicated With more and more love;","Young men, ready for self-sacrifice, with ever-growing love;","young men, dedicated with utmost devotion;","Young men, devoted to passion above all;",,,,,
255,14,Yet Again Shall I See The Spring,26,"ტანს უმშვენებდესთ წყლულები ერთგულ მამულისშვილებსა,","Their bodies adorned with wounds, This the fate of our country’s faithful sons,","Ulcers adorn the body To the faithful children of the land,","Their bodies would be adorned with wounds The faithful sons of the motherland,","Let wounds adorn the bodies of the faithful sons of the Motherland,","their bodies adorned with wounds, loyal sons of the homeland,","Their wounds adorn the faithful sons of the homeland,",,,,,
256,14,Yet Again Shall I See The Spring,27,ანგელოზები დაფნისას გვირგვინს ადგამდენ გმირებსა.,And angels setting wreathes Of laurel on the heads of our heroes.,Angels on laurels Crowning heroes.,Angels of laurel Would crown the heroes.,Let angels place laurel wreaths on the heroes.,angels placing laurel wreaths upon the heroes.,Angels place laurel wreaths on the heroes.,,,,,
257,15,Thrush Its The Same Song You Sing,1,"შაშვო, მასვე ჰმღერ, რასაცა ჰმღერდი ასის წლის წინადა!","Thrush, it’s the same song you sing You were singing one hundred years ago!","Shashvo, sing to him, whatever Sing a hundred years ago!","Sing, nightingale, sing the same song As you sang a hundred years ago!","Sing, thrush, sing the same song you sang a hundred years ago!","Thrush, sing the same song you sang a hundred years ago!","Thrush, you sing the same as you did a hundred years ago!",,,,,
258,15,Thrush Its The Same Song You Sing,2,"არც ვისა სწყევლი, არც სტირი, არც ვის რასა სთხოვ წილადა;","You neither curse nor mourn any man, Nor from any do you ask anything!","I don't curse anyone, I don't care, You don't ask for anyone's race;","I neither curse nor mourn anyone, Nor ask anyone for anything;","Curse no one, weep not, ask for nothing as your lot;","You do not curse anyone, you do not cry, you ask for nothing in return;","You do not curse anyone, do not cry, do not ask for anything in return;",,,,,
259,15,Thrush Its The Same Song You Sing,3,"მწუხრი დგება, თუ თენდება, ჰზიხარ, ჰღიღინებ ტკბილადა…","Whether dusk is drawing on or day is dawning, There you sit, sweetly crooning...","sadness comes when it rains You are smiling, sweetie...","Whether dusk falls or dawn breaks, You sit and sing sweetly...","Whether it's dusk or dawn, you sit and sing sweetly...","whether evening falls or dawn breaks, you sit and hum sweetly...","Whether evening falls or morning comes, you sit and sweetly sing…",,,,,
260,15,Thrush Its The Same Song You Sing,4,"ყრმას ჰგევხარ, აკვანს მწოლარეს, გამზადებულსა ძილადა…","You resemble a babe lying in its cradle, All ready for sleep.","You look like a baby, sleeping in a cradle, He is sleeping when he is ready...","You are like a baby, lying in a cradle, Ready for sleep...","You are like a baby in a cradle, ready for sleep...","You resemble a child lying in a cradle, prepared for sleep...","You are like a child lying in a cradle, ready for sleep…",,,,,
261,15,Thrush Its The Same Song You Sing,5,ღმერთი გიცნია მამადა და თავი იმის შვილადა!,God you have already acknowledged to be your father And yourself His child!,"God knows you, Father And he is the son of that!",You have recognized God as your father And yourself as his child!,"You know God as your father, and yourself as his child!",You know God as your father and yourself as His child!,You acknowledge God as your father and yourself as His child!,,,,,
262,15,Thrush Its The Same Song You Sing,6,ან რად იჩივლებ? გუნება შენი აიმღვრეს რაზედა?!,But why should you complain? At what Should your mind be troubled?!,Or what are you complaining about? mood What did they spill yours on?!,Or why are you complaining? Your mood What has spoiled it?!,What do you complain about? What does your soul grieve for?!,Why would you complain? What would disturb your mood?!,Why should you complain? What could darken your mood?!,,,,,
263,15,Thrush Its The Same Song You Sing,7,"გწადიან – ბარში იცხოვრებ, გწადიან – წახვალ მთაზედა.","If you desire, you will live in the valley, If you desire, to the mountain you will journey.","They will take you away - you will live in a bar, They will go to you - you will go to Mtazeda.","They drive you away - you will live in the valley, They drive you away - you will go to the mountain.","They drive you away - you will live in the valley, they drive you away - you will go to the mountains.","You desire to live in the valley, you desire to go to the mountains.","If you want, live in the valley, if you want, go to the mountain.",,,,,
264,15,Thrush Its The Same Song You Sing,8,"არ გერჯის გული, ლამაზო, ფიქრს და აზრს სხვადასხვაზედა.","You have no yearning in your heart, beautiful one, For conflicting thoughts and beliefs.","don't beat your heart, beautiful Thinking and thinking about different things.","Your heart does not tire, beautiful one, Of thoughts and ideas about different things.","Don't grieve, my beauty, about different thoughts and worries.","Your heart does not ache, beautiful one, over different thoughts and ideas.","Your heart is not troubled, beautiful one, by various thoughts and ideas.",,,,,
265,15,Thrush Its The Same Song You Sing,9,"მოგშივა? – არას იდარდებ, გაიკვებები მზაზედა.",Hungry? You will not grieve But feed on what you’ve stored away.,are you hungry - don't worry Meals are ready.,"Are you hungry? - You don't care, You will feed on the sun.","Are you hungry? - Don't worry, you will be nourished by the sun.","Are you hungry? You do not worry, you nourish yourself on the sun.","If you get hungry, do not worry, you will be nourished by the sun.",,,,,
266,15,Thrush Its The Same Song You Sing,10,"ისე მოჰკვდები, რომ ერთხელ არ დაიხედნო ტანზედა.",You will pass away without ever once Fussing over the way you look.,You will die once Don't look at Tanzeda.,You will die without ever Looking at your body.,You will die without ever looking at your own body.,You will die without ever looking at your body.,You will die without ever glancing at your body.,,,,,
267,15,Thrush Its The Same Song You Sing,11,"შენ არ გადარდებს ჭაღარა, კაცთ რო დაგვთოვნის თმაზედა.",Not for you the grief of grey hair That snows upon men’s heads.,"you will not turn gray Man, it will snow on our hair.","You don't care about gray hair, That covers our hair like snow.",You are not concerned about the gray hair that covers people's hair.,"You do not worry about gray hair, that snows upon us humans.",You are not bothered by the gray hairs that cover our heads.,,,,,
268,15,Thrush Its The Same Song You Sing,12,ერთხელ არ მიგიხედია გზას თავის დანაკვალზედა.,Never once have you looked back Along the path at your own trail.,I haven't looked at you once He followed his path.,You have never looked once At the path of your footprints.,"You have never looked back at your path, at your trail.",You never look back at the path behind you.,You have never looked back on your path.,,,,,
269,15,Thrush Its The Same Song You Sing,13,ერთხელ აროდის არ იტყვი: „სიყმე მოვღალე რისადა?!“,Not once will you ever say: “For what have I exhausted my youth?!”,"Do not say once: ""Why did I get tired of being a boy?!""","You will never say: ""Why did I betray my youth?!""","You will never say: ""Why did I betray my youth?!""","You never say: ""Why did I waste my youth?!""",You have never said: “Why am I tired of life?!”,,,,,
270,15,Thrush Its The Same Song You Sing,14,"გიგალობია გულწყნარად, ფრთა გიცემია ფრთისადა.","You sing with heart at peace, Gently you place wing on wing.",sing softly I beat you with a wing.,"You sang carefree, You flapped your wing with a wing.","You sing carefree, beating your wings like wings.","You have sung calmly, beating your wings in rhythm.","You sang calmly, wings beating wings.",,,,,
271,15,Thrush Its The Same Song You Sing,15,"არც როდის მადლობა გითქვამ თავის მკვებელის ხისადა,","You have never thanked The tree that provides your food,","I never thanked you like the tree of its nourishment,","You have never thanked Your nourishing tree,","You have never thanked your nourishing tree,","You have never thanked the tree that feeds you,","You never thanked the tree that feeds you,",,,,,
272,15,Thrush Its The Same Song You Sing,16,"მიტომ რომ ყველას ვალად ჰხად, ჰსახავ მსახურად თვისადა.",For you view all as under obligation And consider them to be your servant.,Because you owe everyone You look like a servant.,"Because you owe it to everyone, You serve as a servant of your own.","Because you owe everything to it, you serve as a servant to your cause.","because you consider everyone in debt, and you see them as your servants.","Because you consider everyone your debtors, serving you.",,,,,
273,15,Thrush Its The Same Song You Sing,17,"არ გითხოვია: „მიშველე“ შენ არასოდეს ღვთისადა,","You have never needed to ask Of God assistance,","You didn't ask: ""Help me"" you never","You have never asked: ""Help me"" You have never asked God,","You never asked: ""Help me"" from God,","You have never asked: ""Help me"" to God,","You have never asked: “Help me, God,”",,,,,
274,15,Thrush Its The Same Song You Sing,18,"როგორც ცხვარს მინდვრად უცქერი, ისე გიცქერავ მგლისადა.","Just as you gaze upon sheep in the meadow, You apparently view wolves even so!",like a sheep in the field I look at you like a wolf.,"As a sheep looks at a field, So you look at the wolf.","As a sheep looks at the field, so a wolf looks at you.",you watch the wolf in the field just as you watch the sheep.,You look at the wolf like a sheep in the field.,,,,,
275,15,Thrush Its The Same Song You Sing,19,"მშვიდი, ბავშური გუნება არ აგმღვრევია მტერზედა;","Your calm, child-like temperament Has never been perturbed by a foe.","Calm, childlike mood Don't mess with the enemy;","Your calm, childlike mood Is not disturbed by the enemy;","Your calm, childlike nature does not get angry at the enemy;","Your peaceful, childlike disposition has never been disturbed by an enemy;","Your calm, childlike disposition is not darkened by an enemy;",,,,,
276,15,Thrush Its The Same Song You Sing,20,წუთიერი გაქვს წუხილი სიძულვილ-სიყვარულზედა.,For a moment only lasts your anxiety Over hatred or over love.,You are worried for a moment about hate-love.,You have momentary sorrow About love and hate.,Your grief over love and hate is fleeting.,your sorrow over hatred and love is momentary.,Your sorrow is fleeting in hatred and love.,,,,,
277,15,Thrush Its The Same Song You Sing,21,მოვალეობის უღელი არა გდგომია ქედზედა.,No yoke of obligation Is set upon your neck;,"the yoke of duty No, you're not standing.",The yoke of duty Does not rest on your shoulders.,The yoke of duty does not lie on your shoulders.,The yoke of duty has never rested on your neck.,You have never worn the yoke of obligations around your neck.,,,,,
278,15,Thrush Its The Same Song You Sing,22,"არც როდის არ გიფიქრნია არც სხვის, არც თავის ბედზედა.",Not a second’s thought have you given To either another’s or your own fate.,"You never thought about it Neither on other people's, nor on one's own fate.",You have never thought Neither of others' nor of your own fate.,You have never thought about either someone else's or your own fate.,You have never thought about your or others' fate.,"You have never thought of anyone’s fate, not even your own.",,,,,
279,15,Thrush Its The Same Song You Sing,23,"ან რისგან დაგეღალება, ვფიქრობ, გული და გონება,","But what should bring weariness, I muse, to your heart and mind,",or what makes you tired I think heart and mind,"Or what will tire you, I think, heart and mind,","I wonder what will tire your heart and mind,","What could tire you, I think, your heart and mind,","Why would your heart and mind grow tired, I wonder,",,,,,
280,15,Thrush Its The Same Song You Sing,24,"როცა თვით სიხარული ხარ, არ გიგემია მონება.",When you yourself are joy incarnate And know not what it is to be a slave?!,when you are joy itself You have not tasted slavery.,"When you are joy itself, You have not tasted slavery.","When you are joy itself, you do not know slavery.","when you are joy itself, and have never tasted slavery.","When you yourself are joy, never having tasted slavery.",,,,,
281,15,Thrush Its The Same Song You Sing,25,"სამშობლოს ვერვინ წაგართმევს, ვერც სახლ-კარს შეგეცილება;","None can snatch from you your motherland, Nor can any take issue with you over hearth and home;",No one will take away your homeland. You will not be able to escape from house to house;,"No one can take away your homeland, Nor can they take away your home;","No one will take away your Motherland from you, no one will take away your home;","No one can take your homeland, nor contest your home;","No one will take your homeland from you, no one will dispute your home;",,,,,
282,15,Thrush Its The Same Song You Sing,26,"ესეც რომ მოხდეს, შენ მაინც იმღერებ, გაგეცინება,","Were such to happen, you still Will sing and burst into laughter,","Even if this happens, at least you you will sing, you will laugh","Even if this happens, you will still Sing, you will laugh,","Even if this happens, you will still sing and laugh,","even if this happens, you will still sing and laugh,","Even if it happens, you will still sing and laugh,",,,,,
283,15,Thrush Its The Same Song You Sing,27,"და სადმე მივარდნილს ადგილს ხის ტოტზე დაგეძინება,",And at some isolated place In a branch you’ll have sleep’s grace.,and to a random place you will fall asleep on a tree branch,"And somewhere in a fallen place You will sleep on a branch of a tree,","And somewhere in a secluded place you will fall asleep on a tree branch,","and in some remote place, you will sleep on a tree branch,","And sleep somewhere on a tree branch,",,,,,
284,15,Thrush Its The Same Song You Sing,28,უდარდელობის საბანი საამოდ დაგეფინება.,A blanket of carefreeness Will blissfully you encompass.,A carefree blanket It will be good for you.,The blanket of carelessness Will be spread over you beautifully.,The blanket of carelessness will cover you.,a blanket of carefreeness will cover you comfortably.,Covered by the blanket of tranquility.,,,,,
285,15,Thrush Its The Same Song You Sing,29,"უცრემლო თვალნი აროდის არ გიბანია ცრემლითა,",Never have your tear-free eyes Been bathed in tears;,There are no tearless eyes You haven't washed it with tears,"Your tearless eyes never Have not been washed with tears,","Your tearless eyes have never been washed with tears,","Your tearless eyes have never been washed by tears,","Your tearless eyes have never been washed with tears,",,,,,
286,15,Thrush Its The Same Song You Sing,30,ოც წლობით გული დაჭრილი არ გიზიდნია მკერდითა.,For twenty years no wounded heart Have you had to carry in your breast.,Broken heart for twenty years You are not attracted to breasts.,A heart wounded for twenty years You have not carried it in your chest.,You have not carried a wounded heart in your chest for twenty years.,"for twenty years, a wounded heart has not weighed down your chest.",Your heart has not carried a wound for twenty years.,,,,,
287,15,Thrush Its The Same Song You Sing,31,"სრულაც არ გეპრიანება მკვდარსა ადგომა მკვდრეთითა,",You will have no fancy When dead for resurrection —,You don't like it at all resurrection of the dead,"You do not believe at all In the resurrection of the dead from the dead,","You are not at all scared of the dead rising from the dead,","You have never wished to rise from the dead,","You do not wish to rise from the dead at all,",,,,,
288,15,Thrush Its The Same Song You Sing,32,სიკვდილსა სიცოცხლედა ჰქმნი ლაღის გუნების დებითა.,For death you turn into life By implanting freedom of spirit.,You turn death into life With a pleasant mood.,You make death into life With the power of a cheerful spirit.,You turn death into life with your cheerful disposition.,you turn death into life with a carefree spirit.,You turn death into life with your lightness.,,,,,
289,15,Thrush Its The Same Song You Sing,33,"არ უწყი კაცთა ვნებანი, არც ის, ჩვენ რისთვის ვწყდებითა…","You are ignorant of the sufferings of men, And of that for which we perish...",do not start the passion of men Not even what we settle for...,"You don't know the passions of men, Nor why we are broken...","You do not know human passions, nor why we suffer...","You do not know human passions, nor why we perish...","You do not know the sufferings of people, do not know why we die…",,,,,
290,15,Thrush Its The Same Song You Sing,34,ბევრში მოგნატრი და ბევრში ვერ მოგიხსენებ ქებითა!,In many things I envy you but in many I cannot speak of you with praise.,I miss you in many ways I can't praise you enough!,I miss you in many and in many I cannot praise you!,"Many miss you, and many cannot praise you!","Many long for you, and many cannot praise you enough!",I miss you in many ways and in many ways cannot praise you!,,,,,
